mean_m4,var_m4,mean_m5-0,var_m5-0,mean_m5-1,var_m5-1
0.1548566753600442,0.07040695635092732,-0.1366018514965362,0.07646733891350552,0.13446972014726358,0.1851957512916109
0.5914788506678447,0.013115569555899226,0.03366535585210727,0.01345988860684719,-0.26822588157476085,0.12404923336116525
0.12363239483836073,0.07762444925081241,0.009409449936366998,0.09600747882501011,0.04314031702466443,0.14857729055987282
0.522183461291805,0.0551396507193201,0.23956049692486486,0.07646733891350552,0.2251590252377569,0.10647215252145628
0.08129572621317172,0.07040695635092732,-0.02320777294621183,0.07646733891350552,0.09941118582658191,0.1851957512916109
0.09947741838758872,0.07762444925081241,-0.08775479478085665,0.07646733891350552,0.0,0.24576786835256323
0.4827990031781175,0.036721336863708105,0.14945149650708153,0.039912536256540246,0.577148176430058,0.14857729055987282
0.07988145079549841,0.07040695635092732,0.12317690326987693,0.08513053114424421,0.05353928076547358,0.14857729055987282
0.4401202121305341,0.045365809930417736,-0.2684625053355769,0.04747808442030424,0.34680722019233623,0.1851957512916109
1.8857263623595084,0.059422666215934124,0.08543149590991421,0.07646733891350552,-0.18539381879932815,0.12404923336116525
0.18611934890126414,0.06444113865292865,0.18005202997728847,0.06353602524933102,0.0,0.24576786835256323
0.33629660793660654,0.07040695635092732,0.03133886575000207,0.06940448617087312,0.0,0.24576786835256323
0.37608459452082793,0.059422666215934124,0.0495772831981846,0.05858260312772832,0.0,0.24576786835256323
0.7585900898995052,0.036721336863708105,0.277240217293428,0.04465649112240141,-0.053662128646102,0.10647215252145628
0.1834353004557233,0.07040695635092732,-0.059664068986193045,0.08513053114424421,-0.025392469336272913,0.14857729055987282
0.10003923406043588,0.08654881963868939,-0.12619601728877397,0.08513053114424421,0.0,0.24576786835256323
1.798348992339836,0.07040695635092732,0.03251729083038914,0.09600747882501011,-0.47411714967987745,0.12404923336116525
0.4304062813551282,0.04058482699897831,-0.057244511182878016,0.04747808442030424,0.33426196099680294,0.12404923336116525
0.6510255797599217,0.011060798723675238,-0.10880985765619862,0.01141514232276835,-0.2691876027326211,0.10647215252145628
0.01461998005779031,0.07762444925081241,0.05203232777092067,0.07646733891350552,0.0,0.24576786835256323
0.09678931126083815,0.048210103976462484,0.07257622243351824,0.05068028764689178,0.10944574274522548,0.1851957512916109
1.4222201738708766,0.059422666215934124,-0.5127995779094783,0.06353602524933102,-0.24122831356651567,0.1851957512916109
0.06348504827839323,0.08654881963868939,-0.09659850182189414,0.09600747882501011,-0.06922531082433676,0.1851957512916109
0.5334259245279596,0.048210103976462484,0.31218623871000745,0.05434568235506742,0.12392653702393709,0.14857729055987282
0.6516801134514882,0.036721336863708105,0.14798421668899592,0.039912536256540246,0.5518215600436981,0.14857729055987282
0.5645311815581372,0.0069217841972008766,-0.03532645984558362,0.007452600568274632,-0.20348176343273655,0.0534536123663691
0.131539799316065,0.059422666215934124,-0.052949464315729694,0.06940448617087312,-0.01040001315927661,0.14857729055987282
0.24220860130261423,0.06444113865292865,-0.06301352241155904,0.08513053114424421,0.09545116146189857,0.12404923336116525
0.02075149889016449,0.07762444925081241,0.03929777216880723,0.07646733891350552,0.0,0.24576786835256323
0.2691572667738682,0.042841186958558354,-0.059475375602396914,0.04215145606502586,0.0,0.24576786835256323
0.2919083079138342,0.06444113865292865,0.17082071103043378,0.06353602524933102,0.0,0.24576786835256323
0.17575395253439974,0.07040695635092732,-0.09058944980184705,0.06940448617087312,0.0,0.24576786835256323
0.2353810096744266,0.07040695635092732,0.2309099837358782,0.06940448617087312,0.0,0.24576786835256323
0.20537334871559623,0.07762444925081241,0.07361217091476861,0.09600747882501011,-0.059219692959916415,0.14857729055987282
0.20638786482338595,0.0551396507193201,-0.20620203011271615,0.07646733891350552,0.19659017950002744,0.10647215252145628
0.5010482835341111,0.08654881963868939,0.17436391504858975,0.09600747882501011,0.42734529746047306,0.1851957512916109
0.7291684142207235,0.048210103976462484,-0.40681694716605915,0.05068028764689178,-0.02406845310128246,0.1851957512916109
0.44987873854435617,0.07040695635092732,0.21145483817354344,0.08513053114424421,0.4380600032240506,0.14857729055987282
0.15791751560294753,0.06444113865292865,0.015469203852772269,0.06940448617087312,0.1405359703422998,0.1851957512916109
0.20812793043379132,0.07040695635092732,0.24358333362868378,0.07646733891350552,0.028465814278567064,0.1851957512916109
0.14617508592696102,0.05143967334415288,0.07187705591227671,0.05434568235506742,0.25262136619918507,0.1851957512916109
0.009230169715628886,0.09789743333946842,-0.03552649563617109,0.09600747882501011,0.0,0.24576786835256323
1.038857331461382,0.048210103976462484,0.4854200083084449,0.06940448617087312,-0.5260823879150223,0.09325801472081413
0.9213108683909849,0.0551396507193201,-0.20503625647316606,0.05858260312772832,-0.48434276513892655,0.1851957512916109
1.613575431517044,0.03855585252654778,-0.12673223966732164,0.04747808442030424,-0.4024716970450962,0.10647215252145628
0.16133283932145479,0.06444113865292865,-0.1428623159616886,0.06353602524933102,0.0,0.24576786835256323
0.2745900272055517,0.08654881963868939,0.06539326001589509,0.09600747882501011,-0.40160076599715605,0.1851957512916109
0.20201889589858235,0.048210103976462484,-0.22472190341105952,0.05068028764689178,0.09898850504465234,0.1851957512916109
0.5357214200378448,0.03855585252654778,0.1435087058546507,0.04215145606502586,-0.4049885078873416,0.14857729055987282
0.09939057986483515,0.09789743333946842,0.11917445846472217,0.09600747882501011,0.0,0.24576786835256323
0.26025085982460977,0.07040695635092732,0.23446215413954066,0.06940448617087312,0.0,0.24576786835256323
0.039147863588544524,0.07762444925081241,0.06322751136503478,0.07646733891350552,0.0,0.24576786835256323
0.2626076912969565,0.07762444925081241,-0.10474722273926045,0.08513053114424421,-0.17244492333134656,0.1851957512916109
0.5459901661367396,0.025728706142861216,-0.22756445017351903,0.028010201179290893,-0.5688261183205082,0.12404923336116525
0.49809349447298584,0.05143967334415288,0.07673025234818046,0.06353602524933102,0.2643427186173982,0.12404923336116525
0.498727142828321,0.07762444925081241,0.053019763119979545,0.09600747882501011,-0.3146217887625978,0.14857729055987282
0.3413003926732512,0.059422666215934124,-0.31855083153091907,0.06353602524933102,-0.16410089558485155,0.1851957512916109
0.30656839801185964,0.07040695635092732,-0.018280217768155048,0.07646733891350552,0.08535960755501659,0.1851957512916109
0.10963265051901436,0.07040695635092732,0.12236766653957519,0.08513053114424421,-0.19516111581823714,0.14857729055987282
0.051371223032408625,0.08654881963868939,-0.11088286584720276,0.08513053114424421,0.0,0.24576786835256323
0.5556827817493737,0.019810907837765186,-0.10053350072264258,0.020973776967574884,0.4393041689937733,0.12404923336116525
0.6550896087953477,0.06444113865292865,-0.08535107361498118,0.06940448617087312,0.6078938264173739,0.1851957512916109
0.20816634452868896,0.07762444925081241,-0.1327860581755919,0.08513053114424421,0.20094833367832618,0.1851957512916109
0.23632399717600702,0.042841186958558354,0.18812087092566893,0.04465649112240141,-0.032982800308612815,0.1851957512916109
0.3077953489099082,0.08654881963868939,-0.15103351379905125,0.08513053114424421,0.0,0.24576786835256323
0.4074179569664116,0.036721336863708105,0.15075304636280962,0.05858260312772832,0.26940898247541484,0.0679561377365301
0.9835891867451673,0.03855585252654778,0.025252990029841674,0.04747808442030424,0.5293834353006476,0.10647215252145628
0.09613934468433694,0.05143967334415288,0.06035323263149581,0.05068028764689178,0.0,0.24576786835256323
0.2035672460459131,0.07040695635092732,-0.17944972301342227,0.06940448617087312,0.0,0.24576786835256323
0.8546778647088091,0.006304053592264148,-0.3152943549960643,0.007034019761170884,-0.1915018930001888,0.03942927174407743
0.39114547219635953,0.02412629770848075,-0.017167712655127794,0.027003606500620586,-0.2597536297625723,0.10647215252145628
0.2727390044373671,0.045365809930417736,-0.059719664813663954,0.04465649112240141,0.0,0.24576786835256323
0.026711061511220175,0.08654881963868939,-0.0038470193089864112,0.08513053114424421,0.0,0.24576786835256323
0.34762643034376656,0.07040695635092732,-0.31897597500681246,0.06940448617087312,0.0,0.24576786835256323
0.2466830188217217,0.07762444925081241,-0.031426777137094845,0.08513053114424421,0.3057087158938592,0.1851957512916109
0.19789930853010643,0.07040695635092732,0.09867517489229329,0.07646733891350552,-0.04156246408873006,0.1851957512916109
0.2779495898860008,0.0551396507193201,0.2327748034428925,0.05858260312772832,-0.2587283269566572,0.1851957512916109
0.19410287801859621,0.06444113865292865,0.14430413646758958,0.07646733891350552,0.030322365004051704,0.14857729055987282
1.07716501300595,0.07040695635092732,-0.3587880486104686,0.07646733891350552,-0.3308786444104834,0.1851957512916109
0.640283610332179,0.014594803629995923,-0.002679132069201277,0.015711332349251417,-0.30175662019209265,0.09325801472081413
0.5151621644578513,0.07762444925081241,0.1645701202823603,0.09600747882501011,0.5191343742615158,0.14857729055987282
0.06227031051600331,0.09789743333946842,0.09466321923443305,0.09600747882501011,0.0,0.24576786835256323
0.5305770952423549,0.03855585252654778,0.10113924644173268,0.04465649112240141,-0.7674258251333789,0.12404923336116525
0.3086380270931738,0.03855585252654778,0.1844824268883983,0.039912536256540246,0.016261562880953342,0.1851957512916109
0.09777980519151076,0.08654881963868939,-0.151254010848238,0.08513053114424421,0.0,0.24576786835256323
